Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-06-05,2463,2514,2428,2433,2956768
2023-06-06,2475,2506,2425,2433,6473608
2023-06-07,2453,2466,2435,2439,2522516
2023-06-08,2450,2475,2369,2429,3781621
2023-06-09,2447,2458,2428,2451,1948506
2023-06-12,2460,2505,2432,2484,2804898
2023-06-13,2499,2505,2442,2462,2210990
