Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-09-13,2545,2566,2496,2518,1780068
2023-09-14,2541,2545,2506,2519,1218481
2023-09-15,2519,2558,2514,2540,1547001
2023-09-18,2552,2555,2491,2502,861677
2023-09-20,2502,2533,2458,2470,1203019
2023-09-21,2479,2503,2461,2479,1279908
2023-09-22,2489,2498,2460,2464,865589
