Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-07-25,2428,2479,2416,2466,3017555
2023-07-26,2472,2506,2446,2470,4021773
2023-07-27,2470,2485,2415,2428,2243944
2023-07-28,2437,2481,2431,2463,2339800
2023-07-31,2477,2518,2467,2492,3359974
2023-08-01,2504,2514,2455,2481,1575727
2023-08-02,2493,2514,2451,2473,2506971
