Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-07-05,2391,2412,2374,2399,2198481
2023-07-06,2399,2427,2390,2402,2476366
2023-07-07,2395,2409,2368,2379,1823645
2023-07-10,2392,2462,2355,2410,3771285
2023-07-11,2423,2444,2388,2422,2247776
2023-07-12,2429,2432,2380,2387,1445282
2023-07-13,2397,2405,2355,2362,1247741
