Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-10-26,2249,2249,2167,2203,2226073
2023-10-27,2222,2275,2212,2261,1244293
2023-10-30,2260,2305,2250,2299,996448
2023-10-31,2320,2320,2276,2294,1155280
2023-11-01,2299,2312,2207,2217,1666579
2023-11-02,2247,2297,2204,2215,2340997
2023-11-03,2215,2279,2215,2229,1853300
