Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-06-14,2469,2484,2452,2457,1364403
2023-06-15,2469,2527,2462,2485,3744029
2023-06-16,2499,2526,2487,2509,7999982
2023-06-19,2504,2521,2350,2401,11475674
2023-06-20,2435,2435,2390,2414,2479711
2023-06-21,2426,2440,2393,2405,7418013
2023-06-22,2425,2449,2360,2397,8459191
