Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-09-04,2454,2480,2450,2470,5998454
2023-09-05,2482,2501,2464,2494,6489319
2023-09-06,2494,2504,2471,2496,7416248
2023-09-07,2498,2520,2485,2509,4298988
2023-09-08,2513,2538,2506,2519,5640973
2023-09-11,2565,2630,2546,2614,9148241
2023-09-12,2622,2626,2530,2535,5658774
