Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-06-23,2392,2392,2163,2233,15213238
2023-06-26,2210,2336,2173,2295,7847341
2023-06-27,2328,2343,2271,2284,3361053
2023-06-28,2284,2284,2284,2284,0
2023-06-30,2437,2437,2350,2388,5125497
2023-07-03,2405,2417,2373,2385,2662358
2023-07-04,2397,2414,2373,2387,2308684
