Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-08-03,2469,2550,2462,2532,4720470
2023-08-04,2545,2557,2502,2541,3294056
2023-08-07,2550,2569,2516,2550,4684333
2023-08-08,2563,2563,2461,2474,6127920
2023-08-09,2488,2516,2472,2507,5781400
2023-08-10,2510,2577,2510,2552,8140756
2023-08-11,2550,2568,2518,2539,7157372
