Date,ADANIENT_Open,ADANIENT_High,ADANIENT_Low,ADANIENT_Close,ADANIENT_Volume
2023-11-06,2253,2260,2233,2246,770061
2023-11-07,2257,2260,2226,2233,641554
2023-11-08,2245,2298,2235,2259,1169180
2023-11-09,2269,2272,2210,2214,1267890
2023-11-10,2220,2237,2198,2205,1072597
2023-11-13,2215,2241,2195,2213,853633
2023-11-15,2240,2250,2220,2225,696475
